no birthday on article	unknown opening	Lady Macbeth	Octavia Walters
16 November 2017	1st December 1988	Fool	Patrick Miller
18 January 1936	unknown opening	Fool	Tim Barlow
3 December 1942	unknown opening	Lady Macbeth	Lynn Farleigh
7 December 2014	4th March 1975	Lady Macbeth	Helen Mirren
no birthday on article	1st December 1988	King Lear	Richard Haddon Haines
25 May 1939	3rd June 1978	Macbeth	Ian McKellen
20 November 1936	unknown opening	King Lear	Bill Wallis
25 May 1982	17th August 2008	Fool	Danny Lee Wynter
9 April 1957	26th August 2010	Fool	Kathryn Hunter
September 12, 1960	3rd December 1999	Fool	Hiroyuki Sanada
19 October 2016	17th August 2008	King Lear	David Calder
27 May 1953	26th August 2010	King Lear	Greg Hicks
9 December 1934	20th July 1977	Lady Macbeth	Judi Dench
2 July 2016	30th March 1937	Fool	Andrew Leigh
27 May 1953	9th October 2004	Macbeth	Greg Hicks
21 January 1922	9th May 1963	King Lear	Paul Scofield
26 May 1925	6th November 1962	Fool	Alec McCowen
12 September 1931	27th March 1997	Lear	Ian Holm
25 May 1939	21st June 2007	King Lear	Ian McKellen
9 August 1869	30th March 1937	King Lear	Randle Ayrton
no birthday on article	28th July 1910	Macbeth	F R Benson
20 September 1953	9th October 2004	Lady Macbeth	Sian Thomas
5 April 1929	3rd December 1999	King Lear	Nigel Hawthorne
26 February 1864	28th July 1910	Lady Macbeth	Constance Benson
no birthday on article	8th May 1906	Fool	George R Weir
no birthday on article	24th April 1890	Fool	Georgie Whyte
14 September 1936	29th October 1974	Macbeth	Nicol Williamson
no birthday on article	24th April 1890	King Lear	Osmond Tearle
no birthday on article	8th May 1906	Lear	F R Benson
14 June 1949	unknown opening	Macbeth	Antony Sher
no birthday on article	3rd July 1929	Macbeth	Wilfrid Walter
14 June 1949	1st January 2001	Macbeth	Antony Sher
22 May 1907	24th September 1946	Lear	Laurence Olivier
7 September 1966	unknown opening	Fool	Toby Jones
no birthday on article	22nd April 1903	Macbeth	F R Benson
26 February 1864	22nd April 1903	Lady Macbeth	Constance Benson
20 January 1904	3rd July 1929	Lady Macbeth	Fabia Drake
24 September 1950	unknown opening	Lady Macbeth	Harriet Walter
25 May 1939	21st June 2007	King Lear	Ian McKellen
21 January 1922	6th November 1962	King Lear	Paul Scofield
26 October 1953	6th November 1996	Macbeth	Roger Allam
13 December 2015	19th April 1883	Macbeth	John Wainwright
24 September 1950	1st January 2001	Lady Macbeth	Harriet Walter
30 May 1883	3rd March 1928	Macbeth	Eric Maturin
no birthday on article	19th September 1987	Macbeth	Keith Bartlett
no birthday on article	5th May 1930	Macbeth	Wilfrid Walter
no birthday on article	19th April 1883	Lady Macbeth	Mrs Charles Calvert
12 October 1884	16th April 1949	Macbeth	Godfrey Tearle
16 March 1920	unknown opening	Fool	Leo McKern
5 January 1890	3rd March 1928	Lady Macbeth	Mary Merrall
14 January 1926	unknown opening	King Lear	Warren Mitchell
April 2, 2015	19th September 1987	Lady Macbeth	Leslee Udwin
8 October 2017	10th April 1968	Fool	Michael Williams
5 March 2017	unknown opening	King Lear	William Devlin
20 January 1904	5th May 1930	Lady Macbeth	Fabia Drake
March 2, 1829	25th April 1900	Macbeth	Hermann Vezin
16 January 1906	16th April 1949	Lady Macbeth	Diana Wynyard
8 April 2014	6th November 1996	Lady Macbeth	Brid Brennan
no birthday on article	25th April 1900	Lady Macbeth	Miss Calhoun
7 June 1943	unknown opening	Macbeth	Michael Pennington
8 April 1928	10th April 1968	King Lear	Eric Porter
no birthday on article	13th July 1927	Macbeth	Wilfrid Walter
23 February 1925	31st July 1999	Macbeth	Peter McKay
14 July 1921	13th April 1931	Fool	Geoffrey Wilkinson
15 August 1946	29th September 2013	Fool	Tony Robinson
no birthday on article	unknown opening	Lady Macbeth	Jenny Quayle
7 March 2017	13th July 1927	Lady Macbeth	Dorothy Green
9 August 1869	20th April 1931	Macbeth	Randle Ayrton
no birthday on article	31st July 1999	Lady Macbeth	Sara Green
9 August 1869	13th April 1931	Lear	Randle Ayrton
no birthday on article	19th April 1927	Macbeth	Wilfrid Walter
no birthday on article	20th April 1931	Lady Macbeth	Dorothy Massingham
7 March 2017	19th April 1927	Lady Macbeth	Dorothy Green
23 October 1947	4th May 1988	Macbeth	Miles Anderson
29 February 1928	29th September 2013	Lear	Joss Ackland
no birthday on article	19th April 1899	Macbeth	F R Benson
24 January 1977	15th March 1983	Fool	Ian Talbot
26 February 1864	19th April 1899	Lady Macbeth	Constance Benson
1983 to 1991	4th May 1988	Lady Macbeth	Amanda Root
21 August 1879	24th December 1926	Macbeth	Henry Ainley
1 June 1947	1st April 1987	Macbeth	Jonathan Pryce
18 February 1948	1st April 1987	Lady Macbeth	Sinead Cusack
26 May 1925	6th June 1964	Fool	Alec McCowen
24 October 1882	24th December 1926	Lady Macbeth	Sybil Thorndike
19 December 1902	10th June 1952	Macbeth	Ralph Richardson
7 December 2014	29th October 1974	Lady Macbeth	Helen Mirren
25 May 1939	21st March 1977	Macbeth	Ian McKellen
5 August 1937	unknown opening	King Lear	Alan Howard
26 February 1922	10th June 1952	Lady Macbeth	Margaret Leighton
25 May 1939	21st June 2007	King Lear	Ian McKellen
14 July 1921	3rd May 1932	Fool	Geoffrey Wilkinson
5 June 2013	12th August 1916	Macbeth	Robert Atkins
January 20, 1928	unknown opening	Lear	Peter Donat
9 August 1869	3rd May 1932	Lear	Randle Ayrton
no birthday on article	18th April 1929	Macbeth	Wilfrid Walter
21 January 1922	6th June 1964	King Lear	Paul Scofield
24 October 1882	12th August 1916	Lady Macbeth	Sybil Thorndike
14 July 1921	2nd July 1932	Fool	Geoffrey Wilkinson
25 May 1939	21st June 2007	King Lear	Ian McKellen
27 March 1935	unknown opening	King Lear	Julian Glover
no birthday on article	25th April 1904	Fool	George R Weir
no birthday on article	25th April 1904	Lear	F R Benson
9 May 1936	15th March 1958	Macbeth	Albert Finney
9 December 1934	21st March 1977	Lady Macbeth	Judi Dench
September 12, 1960	28th October 1999	Fool	Hiroyuki Sanada
10 June 2017	26th February 1994	Fool	Ian Hughes
8 January 2018	15th March 1958	Lady Macbeth	June Brown
26 January 1979	12th October 2002	Fool	Edward Hogg
14 July 1931	26th February 1994	King Lear	Robert Stephens
25 May 1939	21st June 2007	King Lear	Ian McKellen
5 April 1929	28th October 1999	King Lear	Nigel Hawthorne
November 17, 1978	12th October 2002	King Lear	Nonso Anozie
3 August 1936	unknown opening	Fool	Edward Petherbridge
2 June 1932	unknown opening	Fool	Alan Dobie
no birthday on article	17th December 1955	Fool	David O’Brien
6 February 1885	unknown opening	Lear	Russell Thorndike
10 June 1908	unknown opening	King Lear	Robert Eddison
27 July 2016	24th November 2007	Fool	Brian Moore
8 April 1928	unknown opening	King Lear	Eric Porter
13 January 1948	unknown opening	Macbeth	Malcolm Storry
23 April 1904	unknown opening	Fool	Leslie French
22 November 2007	unknown opening	Lady Macbeth	Dearbhla Molloy
7 February 1946	unknown opening	Macbeth	Pete Postlethwaite
22 October 1938	3rd December 2010	King Lear	Derek Jacobi
no birthday on article	unknown opening	Lady Macbeth	Patricia Kerrigan
1 October 2017	18th April 1933	Macbeth	George Hayes
14 April 1904	17th December 1955	King Lear	John Gielgud
27 January 2016	16th July 1924	Fool	Mark Turner
14 April 1904	unknown opening	Lear	John Gielgud
April 23, 1969	16th July 1924	King Lear	Arthur Phillips
6 June 1940	unknown opening	Fool	Matthew Guinness
7 September 1913	unknown opening	Lear	Anthony Quayle
10 January 2018	7th November 1972	Macbeth	Anthony Hopkins
20 July 1938	7th November 1972	Lady Macbeth	Diana Rigg
22 October 1938	15th December 1993	Macbeth	Derek Jacobi
22 May 1949	15th December 1993	Lady Macbeth	Cheryl Campbell
12 September 1931	18th August 1959	Fool	Ian Holm
26 October 1953	16th May 1996	Macbeth	Roger Allam
8 April 2014	16th May 1996	Lady Macbeth	Brid Brennan
1 June 1947	28th February 1987	Macbeth	Jonathan Pryce
18 February 1948	28th February 1987	Lady Macbeth	Sinead Cusack
22 May 1907	unknown opening	Macbeth	Laurence Olivier
5 November 1913	unknown opening	Lady Macbeth	Vivien Leigh
no birthday on article	19th April 1902	Fool	George R Weir
